コード,都道府県,市区町村,市区町村カナ,市区町村かな,緯度,経度
454214,宮崎県,東臼杵郡門川町,カドガワチョウ,かどがわちょう,32.469793,131.648589
454290,宮崎県,東臼杵郡諸塚村,モロツカソン,もろつかそん,32.512387,131.330405
454303,宮崎県,東臼杵郡椎葉村,シイバソン,しいばそん,32.467325,131.158118
454311,宮崎県,東臼杵郡美郷町,ミサトチョウ,みさとちょう,32.437404,131.422493
454419,宮崎県,西臼杵郡高千穂町,タカチホチョウ,たかちほちょう,32.71169,131.307787
454427,宮崎県,西臼杵郡日之影町,ヒノカゲチョウ,ひのかげちょう,32.653816,131.388146
454435,宮崎県,西臼杵郡五ヶ瀬町,ゴカセチョウ,ごかせちょう,32.68302,131.196379
462012,鹿児島県,鹿児島市,カゴシマシ,かごしまし,31.596554,130.557116
462039,鹿児島県,鹿屋市,カノヤシ,かのやし,31.378292,130.852077
462047,鹿児島県,枕崎市,マクラザキシ,まくらざきし,31.2729,130.296904
462063,鹿児島県,阿久根市,アクネシ,あくねし,32.01447,130.192773
462080,鹿児島県,出水市,イズミシ,いずみし,32.090572,130.352753
462101,鹿児島県,指宿市,イブスキシ,いぶすきし,31.25277,130.633031
462136,鹿児島県,西之表市,ニシノオモテシ,にしのおもてし,30.732412,130.996835
462144,鹿児島県,垂水市,タルミズシ,たるみずし,31.492734,130.700914
462152,鹿児島県,薩摩川内市,サツマセンダイシ,さつませんだいし,31.813517,130.304244
462161,鹿児島県,日置市,ヒオキシ,ひおきし,31.633709,130.402425
462179,鹿児島県,曽於市,ソオシ,そおし,31.653621,131.019391
462187,鹿児島県,霧島市,キリシマシ,きりしまし,31.740899,130.762997
462195,鹿児島県,いちき串木野市,イチキクシキノシ,いちきくしきのし,31.714553,130.271929
462209,鹿児島県,南さつま市,ミナミサツマシ,みなみさつまし,31.416612,130.323408
462217,鹿児島県,志布志市,シブシシ,しぶしし,31.495442,131.045336
462225,鹿児島県,奄美市,アマミシ,あまみし,28.377248,129.493741
462233,鹿児島県,南九州市,ミナミキュウシュウシ,みなみきゅうしゅうし,31.378262,130.441645
462241,鹿児島県,伊佐市,イサシ,いさし,32.057225,130.613105
462250,鹿児島県,姶良市,アイラシ,あいらし,31.728228,130.627816
463035,鹿児島県,鹿児島郡三島村,ミシマムラ,みしまむら,30.79217,130.303757
463043,鹿児島県,鹿児島郡十島村,トシマムラ,としまむら,29.837598,129.868198
463922,鹿児島県,薩摩郡さつま町,サツマチョウ,さつまちょう,31.905701,130.45566
464040,鹿児島県,出水郡長島町,ナガシマチョウ,ながしまちょう,32.199375,130.176833
464520,鹿児島県,姶良郡湧水町,ユウスイチョウ,ゆうすいちょう,31.95158,130.720924
464686,鹿児島県,曽於郡大崎町,オオサキチョウ,おおさきちょう,31.429201,131.005865
464821,鹿児島県,肝属郡東串良町,ヒガシクシラチョウ,ひがしくしらちょう,31.385517,130.973495
464902,鹿児島県,肝属郡錦江町,キンコウチョウ,きんこうちょう,31.243566,130.787595
464911,鹿児島県,肝属郡南大隅町,ミナミオオスミチョウ,みなみおおすみちょう,31.217263,130.768098
464929,鹿児島県,肝属郡肝付町,キモツキチョウ,きもつきちょう,31.344256,130.945079
465011,鹿児島県,熊毛郡中種子町,ナカタネチョウ,なかたねちょう,30.532822,130.95885
465020,鹿児島県,熊毛郡南種子町,ミナミタネチョウ,みなみたねちょう,30.414071,130.90086
465054,鹿児島県,熊毛郡屋久島町,ヤクシマチョウ,やくしまちょう,30.371299,130.666468
465232,鹿児島県,大島郡大和村,ヤマトソン,やまとそん,28.358089,129.395263
465241,鹿児島県,大島郡宇検村,ウケンソン,うけんそん,28.280731,129.297092
465259,鹿児島県,大島郡瀬戸内町,セトウチチョウ,せとうちちょう,28.146402,129.314902
465275,鹿児島県,大島郡龍郷町,タツゴウチョウ,たつごうちょう,28.413297,129.589351
465291,鹿児島県,大島郡喜界町,キカイチョウ,きかいちょう,28.316836,129.940032
465305,鹿児島県,大島郡徳之島町,トクノシマチョウ,とくのしまちょう,27.726592,129.018669
465313,鹿児島県,大島郡天城町,アマギチョウ,あまぎちょう,27.811782,128.897702
465321,鹿児島県,大島郡伊仙町,イセンチョウ,いせんちょう,27.673547,128.937795
465330,鹿児島県,大島郡和泊町,ワドマリチョウ,わどまりちょう,27.392287,128.655475
465348,鹿児島県,大島郡知名町,チナチョウ,ちなちょう,27.333676,128.57373
465356,鹿児島県,大島郡与論町,ヨロンチョウ,よろんちょう,27.048527,128.414832
472018,沖縄県,那覇市,ナハシ,なはし,26.212312,127.679157
472051,沖縄県,宜野湾市,ギノワンシ,ぎのわんし,26.281575,127.778634
472077,沖縄県,石垣市,イシガキシ,いしがきし,24.340661,124.15558
472085,沖縄県,浦添市,ウラソエシ,うらそえし,26.245816,127.721799
472093,沖縄県,名護市,ナゴシ,なごし,26.591547,127.977316
472107,沖縄県,糸満市,イトマンシ,いとまんし,26.123584,127.665815
472115,沖縄県,沖縄市,オキナワシ,おきなわし,26.334427,127.805583
472123,沖縄県,豊見城市,トミグスクシ,とみぐすくし,26.161006,127.668944
472131,沖縄県,うるま市,ウルマシ,うるまし,26.427062,127.829081
472140,沖縄県,宮古島市,ミヤコジマシ,みやこじまし,24.80549,125.281149
472158,沖縄県,南城市,ナンジョウシ,なんじょうし,26.144452,127.766967
473014,沖縄県,国頭郡国頭村,クニガミソン,くにがみそん,26.745635,128.177907
473022,沖縄県,国頭郡大宜味村,オオギミソン,おおぎみそん,26.701708,128.120164
473031,沖縄県,国頭郡東村,ヒガシソン,ひがしそん,26.633309,128.156911
473065,沖縄県,国頭郡今帰仁村,ナキジンソン,なきじんそん,26.682577,127.972628
473081,沖縄県,国頭郡本部町,モトブチョウ,もとぶちょう,26.657577,127.897831
473111,沖縄県,国頭郡恩納村,オンナソン,おんなそん,26.4975,127.853557
473138,沖縄県,国頭郡宜野座村,ギノザソン,ぎのざそん,26.481659,127.975589
473146,沖縄県,国頭郡金武町,キンチョウ,きんちょう,26.456126,127.925936
473154,沖縄県,国頭郡伊江村,イエソン,いえそん,26.713482,127.80707
473243,沖縄県,中頭郡読谷村,ヨミタンソン,よみたんそん,26.396055,127.744277
473251,沖縄県,中頭郡嘉手納町,カデナチョウ,かでなちょう,26.361662,127.755322
473260,沖縄県,中頭郡北谷町,チャタンチョウ,ちゃたんちょう,26.320119,127.763776
473278,沖縄県,中頭郡北中城村,キタナカグスクソン,きたなかぐすくそん,26.30111,127.793149
473286,沖縄県,中頭郡中城村,ナカグスクソン,なかぐすくそん,26.267379,127.791126
473294,沖縄県,中頭郡西原町,ニシハラチョウ,にしはらちょう,26.222845,127.758811
473481,沖縄県,島尻郡与那原町,ヨナバルチョウ,よなばるちょう,26.199577,127.754768
473502,沖縄県,島尻郡南風原町,ハエバルチョウ,はえばるちょう,26.191119,127.728551
473537,沖縄県,島尻郡渡嘉敷村,トカシキソン,とかしきそん,26.197343,127.364286
473545,沖縄県,島尻郡座間味村,ザマミソン,ざまみそん,26.228892,127.303157
473553,沖縄県,島尻郡粟国村,アグニソン,あぐにそん,26.58237,127.227187
473561,沖縄県,島尻郡渡名喜村,トナキソン,となきそん,26.372061,127.141021
473570,沖縄県,島尻郡南大東村,ミナミダイトウソン,みなみだいとうそん,25.828684,131.232015
473588,沖縄県,島尻郡北大東村,キタダイトウソン,きただいとうそん,25.945951,131.298994
473596,沖縄県,島尻郡伊平屋村,イヘヤソン,いへやそん,27.039054,127.968666
473600,沖縄県,島尻郡伊是名村,イゼナソン,いぜなそん,26.928363,127.941209
473618,沖縄県,島尻郡久米島町,クメジマチョウ,くめじまちょう,26.349033,126.747248
473626,沖縄県,島尻郡八重瀬町,ヤエセチョウ,やえせちょう,26.121745,127.74253
473758,沖縄県,宮古郡多良間村,タラマソン,たらまそん,24.669397,124.701668
473812,沖縄県,八重山郡竹富町,タケトミチョウ,たけとみちょう,24.286667,123.881667
473821,沖縄県,八重山郡与那国町,ヨナグニチョウ,よなぐにちょう,24.467969,123.004453
